 STUDY_ID,SAMPLE_ID,F2
nsclc_tcga_broad_2016,TCGA-60-2716-01,0
nsclc_tcga_broad_2016,TCGA-60-2715-01,0
nsclc_tcga_broad_2016,TCGA-60-2714-01,-1
nsclc_tcga_broad_2016,TCGA-60-2713-01,0
nsclc_tcga_broad_2016,TCGA-60-2712-01,-1
nsclc_tcga_broad_2016,TCGA-60-2711-01,0
nsclc_tcga_broad_2016,TCGA-60-2710-01,0
nsclc_tcga_broad_2016,TCGA-60-2709-01,0
nsclc_tcga_broad_2016,TCGA-60-2708-01,0
nsclc_tcga_broad_2016,TCGA-60-2707-01,0
nsclc_tcga_broad_2016,TCGA-60-2698-01,-1
nsclc_tcga_broad_2016,TCGA-60-2695-01,-1
nsclc_tcga_broad_2016,TCGA-58-A46N-01,0
nsclc_tcga_broad_2016,TCGA-58-A46M-01,0
nsclc_tcga_broad_2016,TCGA-58-A46L-01,0
nsclc_tcga_broad_2016,TCGA-58-A46K-01,0
nsclc_tcga_broad_2016,TCGA-58-A46J-01,0
nsclc_tcga_broad_2016,TCGA-58-8393-01,0
nsclc_tcga_broad_2016,TCGA-58-8392-01,1
nsclc_tcga_broad_2016,TCGA-58-8391-01,0
nsclc_tcga_broad_2016,TCGA-58-8390-01,-1
nsclc_tcga_broad_2016,TCGA-58-8388-01,0
nsclc_tcga_broad_2016,TCGA-58-8387-01,0
nsclc_tcga_broad_2016,TCGA-58-8386-01,0
nsclc_tcga_broad_2016,TCGA-56-A62T-01,-1
nsclc_tcga_broad_2016,TCGA-56-A5DS-01,0
nsclc_tcga_broad_2016,TCGA-56-A5DR-01,-1
nsclc_tcga_broad_2016,TCGA-56-A4ZK-01,-1
nsclc_tcga_broad_2016,TCGA-56-A4ZJ-01,-1
nsclc_tcga_broad_2016,TCGA-56-A4BY-01,0
nsclc_tcga_broad_2016,TCGA-56-A4BX-01,1
nsclc_tcga_broad_2016,TCGA-56-A4BW-01,-1
nsclc_tcga_broad_2016,TCGA-56-A49D-01,1
nsclc_tcga_broad_2016,TCGA-56-8629-01,-1
nsclc_tcga_broad_2016,TCGA-56-8628-01,-1
nsclc_tcga_broad_2016,TCGA-56-8626-01,0
nsclc_tcga_broad_2016,TCGA-56-8625-01,0
nsclc_tcga_broad_2016,TCGA-56-8624-01,-1
nsclc_tcga_broad_2016,TCGA-56-8622-01,0
nsclc_tcga_broad_2016,TCGA-56-8504-01,1
nsclc_tcga_broad_2016,TCGA-56-8309-01,0
nsclc_tcga_broad_2016,TCGA-56-8308-01,1
nsclc_tcga_broad_2016,TCGA-56-8307-01,0
nsclc_tcga_broad_2016,TCGA-56-8305-01,1
nsclc_tcga_broad_2016,TCGA-56-8304-01,0
nsclc_tcga_broad_2016,TCGA-56-8201-01,0
nsclc_tcga_broad_2016,TCGA-56-8083-01,0
nsclc_tcga_broad_2016,TCGA-56-8082-01,0
nsclc_tcga_broad_2016,TCGA-56-7823-01,0
nsclc_tcga_broad_2016,TCGA-56-6546-01,0
nsclc_tcga_broad_2016,TCGA-56-6545-01,-1
nsclc_tcga_broad_2016,TCGA-56-5898-01,1
nsclc_tcga_broad_2016,TCGA-56-5897-01,0
nsclc_tcga_broad_2016,TCGA-56-1622-01,1
nsclc_tcga_broad_2016,TCGA-51-4081-01,0
nsclc_tcga_broad_2016,TCGA-51-4080-01,0
nsclc_tcga_broad_2016,TCGA-51-4079-01,-1
nsclc_tcga_broad_2016,TCGA-46-6026-01,1
nsclc_tcga_broad_2016,TCGA-46-6025-01,1
nsclc_tcga_broad_2016,TCGA-46-3769-01,1
nsclc_tcga_broad_2016,TCGA-46-3768-01,-1
nsclc_tcga_broad_2016,TCGA-46-3767-01,0
nsclc_tcga_broad_2016,TCGA-46-3766-01,1
nsclc_tcga_broad_2016,TCGA-46-3765-01,0
nsclc_tcga_broad_2016,TCGA-43-A56V-01,-1
nsclc_tcga_broad_2016,TCGA-43-A56U-01,0
nsclc_tcga_broad_2016,TCGA-43-A475-01,0
nsclc_tcga_broad_2016,TCGA-43-A474-01,1
nsclc_tcga_broad_2016,TCGA-43-8118-01,0
nsclc_tcga_broad_2016,TCGA-43-8116-01,0
nsclc_tcga_broad_2016,TCGA-43-8115-01,0
nsclc_tcga_broad_2016,TCGA-43-6773-01,0
nsclc_tcga_broad_2016,TCGA-43-6771-01,2
nsclc_tcga_broad_2016,TCGA-43-6770-01,0
nsclc_tcga_broad_2016,TCGA-43-6647-01,0
nsclc_tcga_broad_2016,TCGA-43-6143-01,-1
nsclc_tcga_broad_2016,TCGA-43-5668-01,1
nsclc_tcga_broad_2016,TCGA-43-3920-01,-1
nsclc_tcga_broad_2016,TCGA-43-3394-01,0
nsclc_tcga_broad_2016,TCGA-43-2581-01,-1
nsclc_tcga_broad_2016,TCGA-43-2578-01,1
nsclc_tcga_broad_2016,TCGA-43-2576-01,0
nsclc_tcga_broad_2016,TCGA-39-5039-01,0
nsclc_tcga_broad_2016,TCGA-39-5037-01,0
nsclc_tcga_broad_2016,TCGA-39-5036-01,1
nsclc_tcga_broad_2016,TCGA-39-5035-01,0
nsclc_tcga_broad_2016,TCGA-39-5034-01,1
nsclc_tcga_broad_2016,TCGA-39-5031-01,-1
nsclc_tcga_broad_2016,TCGA-39-5030-01,0
nsclc_tcga_broad_2016,TCGA-39-5029-01,0
nsclc_tcga_broad_2016,TCGA-39-5028-01,0
nsclc_tcga_broad_2016,TCGA-39-5027-01,-1
nsclc_tcga_broad_2016,TCGA-39-5024-01,0
nsclc_tcga_broad_2016,TCGA-39-5022-01,-1
nsclc_tcga_broad_2016,TCGA-39-5021-01,-1
nsclc_tcga_broad_2016,TCGA-39-5019-01,-1
nsclc_tcga_broad_2016,TCGA-39-5016-01,-1
nsclc_tcga_broad_2016,TCGA-39-5011-01,1
nsclc_tcga_broad_2016,TCGA-37-A5EN-01,0
nsclc_tcga_broad_2016,TCGA-37-A5EM-01,0
nsclc_tcga_broad_2016,TCGA-37-A5EL-01,0
nsclc_tcga_broad_2016,TCGA-37-5819-01,0
nsclc_tcga_broad_2016,TCGA-37-4141-01,-1
nsclc_tcga_broad_2016,TCGA-37-4135-01,-1
nsclc_tcga_broad_2016,TCGA-37-4133-01,0
nsclc_tcga_broad_2016,TCGA-37-4132-01,-1
nsclc_tcga_broad_2016,TCGA-37-4129-01,0
nsclc_tcga_broad_2016,TCGA-37-3792-01,1
nsclc_tcga_broad_2016,TCGA-37-3789-01,-1
nsclc_tcga_broad_2016,TCGA-37-3783-01,0
nsclc_tcga_broad_2016,TCGA-34-A5IX-01,0
nsclc_tcga_broad_2016,TCGA-34-8456-01,1
nsclc_tcga_broad_2016,TCGA-34-8455-01,0
nsclc_tcga_broad_2016,TCGA-34-8454-01,0
nsclc_tcga_broad_2016,TCGA-34-7107-01,0
nsclc_tcga_broad_2016,TCGA-34-5929-01,0
nsclc_tcga_broad_2016,TCGA-34-5928-01,0
nsclc_tcga_broad_2016,TCGA-34-5927-01,0
nsclc_tcga_broad_2016,TCGA-34-5240-01,0
nsclc_tcga_broad_2016,TCGA-34-5239-01,1
nsclc_tcga_broad_2016,TCGA-34-5236-01,-1
nsclc_tcga_broad_2016,TCGA-34-5234-01,0
nsclc_tcga_broad_2016,TCGA-34-5232-01,-1
nsclc_tcga_broad_2016,TCGA-34-5231-01,-1
nsclc_tcga_broad_2016,TCGA-34-2609-01,0
nsclc_tcga_broad_2016,TCGA-34-2608-01,0
nsclc_tcga_broad_2016,TCGA-34-2605-01,-1
nsclc_tcga_broad_2016,TCGA-34-2604-01,0
nsclc_tcga_broad_2016,TCGA-34-2600-01,-1
nsclc_tcga_broad_2016,TCGA-34-2596-01,0
nsclc_tcga_broad_2016,TCGA-33-AASL-01,0
nsclc_tcga_broad_2016,TCGA-33-AASJ-01,0
nsclc_tcga_broad_2016,TCGA-33-AASI-01,1
nsclc_tcga_broad_2016,TCGA-33-AASD-01,0
nsclc_tcga_broad_2016,TCGA-33-AASB-01,-1
nsclc_tcga_broad_2016,TCGA-33-AAS8-01,0
nsclc_tcga_broad_2016,TCGA-33-A5GW-01,0
nsclc_tcga_broad_2016,TCGA-33-A4WN-01,0
nsclc_tcga_broad_2016,TCGA-33-6738-01,0
nsclc_tcga_broad_2016,TCGA-33-6737-01,1
nsclc_tcga_broad_2016,TCGA-33-4589-01,0
nsclc_tcga_broad_2016,TCGA-33-4586-01,0
nsclc_tcga_broad_2016,TCGA-33-4583-01,1
nsclc_tcga_broad_2016,TCGA-33-4582-01,0
nsclc_tcga_broad_2016,TCGA-33-4566-01,1
nsclc_tcga_broad_2016,TCGA-33-4547-01,1
nsclc_tcga_broad_2016,TCGA-33-4538-01,0
nsclc_tcga_broad_2016,TCGA-33-4533-01,0
nsclc_tcga_broad_2016,TCGA-33-4532-01,0
nsclc_tcga_broad_2016,TCGA-22-5492-01,0
nsclc_tcga_broad_2016,TCGA-22-5491-01,1
nsclc_tcga_broad_2016,TCGA-22-5489-01,0
nsclc_tcga_broad_2016,TCGA-22-5485-01,0
nsclc_tcga_broad_2016,TCGA-22-5483-01,0
nsclc_tcga_broad_2016,TCGA-22-5482-01,0
nsclc_tcga_broad_2016,TCGA-22-5481-01,-1
nsclc_tcga_broad_2016,TCGA-22-5480-01,0
nsclc_tcga_broad_2016,TCGA-22-5479-01,0
nsclc_tcga_broad_2016,TCGA-22-5478-01,-1
nsclc_tcga_broad_2016,TCGA-22-5477-01,-1
nsclc_tcga_broad_2016,TCGA-22-5474-01,0
nsclc_tcga_broad_2016,TCGA-22-5473-01,-1
nsclc_tcga_broad_2016,TCGA-22-5472-01,0
nsclc_tcga_broad_2016,TCGA-22-5471-01,2
nsclc_tcga_broad_2016,TCGA-22-4613-01,0
nsclc_tcga_broad_2016,TCGA-22-4607-01,0
nsclc_tcga_broad_2016,TCGA-22-4604-01,0
nsclc_tcga_broad_2016,TCGA-22-4601-01,-1
nsclc_tcga_broad_2016,TCGA-22-4599-01,0
nsclc_tcga_broad_2016,TCGA-22-4596-01,0
nsclc_tcga_broad_2016,TCGA-22-4595-01,1
nsclc_tcga_broad_2016,TCGA-22-4594-01,1
nsclc_tcga_broad_2016,TCGA-22-4593-01,-1
nsclc_tcga_broad_2016,TCGA-22-4591-01,1
nsclc_tcga_broad_2016,TCGA-22-1016-01,0
nsclc_tcga_broad_2016,TCGA-22-1012-01,1
nsclc_tcga_broad_2016,TCGA-22-1011-01,0
nsclc_tcga_broad_2016,TCGA-22-1005-01,0
nsclc_tcga_broad_2016,TCGA-22-1002-01,0
nsclc_tcga_broad_2016,TCGA-22-1000-01,0
nsclc_tcga_broad_2016,TCGA-22-0944-01,0
nsclc_tcga_broad_2016,TCGA-22-0940-01,0
nsclc_tcga_broad_2016,TCGA-21-A5DI-01,0
nsclc_tcga_broad_2016,TCGA-21-5787-01,1
nsclc_tcga_broad_2016,TCGA-21-5786-01,1
nsclc_tcga_broad_2016,TCGA-21-5784-01,0
nsclc_tcga_broad_2016,TCGA-21-5782-01,-1
nsclc_tcga_broad_2016,TCGA-21-1083-01,-1
nsclc_tcga_broad_2016,TCGA-21-1082-01,-1
nsclc_tcga_broad_2016,TCGA-21-1081-01,0
nsclc_tcga_broad_2016,TCGA-21-1079-01,1
nsclc_tcga_broad_2016,TCGA-21-1078-01,0
nsclc_tcga_broad_2016,TCGA-21-1077-01,0
nsclc_tcga_broad_2016,TCGA-21-1076-01,-1
nsclc_tcga_broad_2016,TCGA-21-1075-01,0
nsclc_tcga_broad_2016,TCGA-21-1071-01,-1
nsclc_tcga_broad_2016,TCGA-21-1070-01,1
nsclc_tcga_broad_2016,TCGA-18-5595-01,0
nsclc_tcga_broad_2016,TCGA-18-5592-01,0
nsclc_tcga_broad_2016,TCGA-18-4721-01,0
nsclc_tcga_broad_2016,TCGA-18-4086-01,0
nsclc_tcga_broad_2016,TCGA-18-4083-01,0
nsclc_tcga_broad_2016,TCGA-18-3421-01,0
nsclc_tcga_broad_2016,TCGA-18-3419-01,0
nsclc_tcga_broad_2016,TCGA-18-3417-01,-1
nsclc_tcga_broad_2016,TCGA-18-3416-01,0
nsclc_tcga_broad_2016,TCGA-18-3415-01,0
nsclc_tcga_broad_2016,TCGA-18-3414-01,-1
nsclc_tcga_broad_2016,TCGA-18-3412-01,-1
nsclc_tcga_broad_2016,TCGA-18-3411-01,0
nsclc_tcga_broad_2016,TCGA-18-3410-01,1
nsclc_tcga_broad_2016,TCGA-18-3409-01,-1
nsclc_tcga_broad_2016,TCGA-18-3408-01,0
nsclc_tcga_broad_2016,TCGA-18-3407-01,0
nsclc_tcga_broad_2016,TCGA-18-3406-01,-1
nsclc_tcga_broad_2016,TCGA-S2-AA1A-01,1
nsclc_tcga_broad_2016,TCGA-O1-A52J-01,1
nsclc_tcga_broad_2016,TCGA-NJ-A7XG-01,0
nsclc_tcga_broad_2016,TCGA-NJ-A55R-01,0
nsclc_tcga_broad_2016,TCGA-NJ-A55O-01,0
nsclc_tcga_broad_2016,TCGA-NJ-A55A-01,0
